BatchIndex, GoalIndex, Solution, PosError(mm), OriError(deg), q0, q1, q2, q3, q4, q5, q6
0, 0, 1, 162.706, 122.342, 0.219835, -0.199153, 1.50485, 1.88109, 1.86291, 0.104519, 0
